Количество уникальных ОКПД2 кодов: 3630
Топ 10 самых часто встречающихся ОКПД2 кодов:
ОКПД2 код: 14.12.30.132, Количество строк: 62481
ОКПД2 код: 27.40.22.110, Количество строк: 171
ОКПД2 код: 25.99.11.192, Количество строк: 171
ОКПД2 код: 26.51.33.121, Количество строк: 170
ОКПД2 код: 25.73.40.260, Количество строк: 170
ОКПД2 код: 25.73.30.144, Количество строк: 170
ОКПД2 код: 13.20.33.190, Количество строк: 170
ОКПД2 код: 27.51.21.190, Количество строк: 169
ОКПД2 код: 23.91.12.120, Количество строк: 168
ОКПД2 код: 30.20.40.141, Количество строк: 168
ОКПД2 код: 28.13.25.000, Количество строк: 167
ОКПД2 код: 31.09.12.111, Количество строк: 166
ОКПД2 код: 20.41.31.130, Количество строк: 166
ОКПД2 код: 26.51.33.192, Количество строк: 166
ОКПД2 код: 23.42.10.120, Количество строк: 165
ОКПД2 код: 30.20.40.152, Количество строк: 165
ОКПД2 код: 29.32.30.172, Количество строк: 164
ОКПД2 код: 10.51.52.111, Количество строк: 164
ОКПД2 код: 27.40.39.112, Количество строк: 164
ОКПД2 код: 26.70.16.110, Количество строк: 162
ОКПД2 код: 29.32.30.169, Количество строк: 161
ОКПД2 код: 11.07.11.111, Количество строк: 160
ОКПД2 код: 14.19.43.119, Количество строк: 160
ОКПД2 код: 21.20.24.170, Количество строк: 159
ОКПД2 код: 20.41.32.110, Количество строк: 159
ОКПД2 код: 29.31.22.120, Количество строк: 159
ОКПД2 код: 23.31.10.122, Количество строк: 158
ОКПД2 код: 22.21.30.110, Количество строк: 158
ОКПД2 код: 25.99.12.110, Количество строк: 156
ОКПД2 код: 26.51.82.140, Количество строк: 155
ОКПД2 код: 25.73.30.221, Количество строк: 154
ОКПД2 код: 20.52.10.120, Количество строк: 154
ОКПД2 код: 29.31.23.119, Количество строк: 154
ОКПД2 код: 22.19.73.114, Количество строк: 153
ОКПД2 код: 25.73.40.170, Количество строк: 153
ОКПД2 код: 26.51.33.191, Количество строк: 152
ОКПД2 код: 27.33.12.000, Количество строк: 152
ОКПД2 код: 20.41.43.130, Количество строк: 152
ОКПД2 код: 20.30.21.110, Количество строк: 151
ОКПД2 код: 28.13.14.190, Количество строк: 150
ОКПД2 код: 26.51.43.112, Количество строк: 149
ОКПД2 код: 25.99.21.119, Количество строк: 149
ОКПД2 код: 29.32.30.137, Количество строк: 149
ОКПД2 код: 31.09.11.120, Количество строк: 148
ОКПД2 код: 16.29.12.000, Количество строк: 148
ОКПД2 код: 25.71.11.110, Количество строк: 147
ОКПД2 код: 26.51.12.120, Количество строк: 146
ОКПД2 код: 13.92.12.114, Количество строк: 144
ОКПД2 код: 10.71.12.190, Количество строк: 144
ОКПД2 код: 10.82.22.139, Количество строк: 143
ОКПД2 код: 10.32.19.111, Количество строк: 142
ОКПД2 код: 25.21.13.000, Количество строк: 142
ОКПД2 код: 17.24.11.110, Количество строк: 141
ОКПД2 код: 10.39.18.110, Количество строк: 141
ОКПД2 код: 30.20.31.122, Количество строк: 141
ОКПД2 код: 25.73.60.140, Количество строк: 141
ОКПД2 код: 29.32.30.213, Количество строк: 140
ОКПД2 код: 28.25.20.190, Количество строк: 139
ОКПД2 код: 10.20.25.190, Количество строк: 139
ОКПД2 код: 32.50.13.190, Количество строк: 139
ОКПД2 код: 26.11.21.130, Количество строк: 139
ОКПД2 код: 10.52.10.152, Количество строк: 138
ОКПД2 код: 32.99.56.150, Количество строк: 137
ОКПД2 код: 27.31.12.120, Количество строк: 137
ОКПД2 код: 29.32.30.269, Количество строк: 137
ОКПД2 код: 10.89.19.290, Количество строк: 136
ОКПД2 код: 22.19.30.132, Количество строк: 136
ОКПД2 код: 27.90.12.120, Количество строк: 136
ОКПД2 код: 28.14.13.130, Количество строк: 135
ОКПД2 код: 27.12.24.140, Количество строк: 133
ОКПД2 код: 15.20.29.190, Количество строк: 132
ОКПД2 код: 10.83.14.140, Количество строк: 132
ОКПД2 код: 23.42.10.150, Количество строк: 132
ОКПД2 код: 32.99.53.120, Количество строк: 131
ОКПД2 код: 11.07.19.190, Количество строк: 131
ОКПД2 код: 27.12.24.150, Количество строк: 130
ОКПД2 код: 23.19.24.000, Количество строк: 130
ОКПД2 код: 25.73.60.119, Количество строк: 129
ОКПД2 код: 19.20.29.111, Количество строк: 129
ОКПД2 код: 31.01.11.160, Количество строк: 129
ОКПД2 код: 24.10.75.116, Количество строк: 129
ОКПД2 код: 23.61.12.143, Количество строк: 129
ОКПД2 код: 27.32.13.143, Количество строк: 129
ОКПД2 код: 30.20.40.150, Количество строк: 129
ОКПД2 код: 25.73.30.234, Количество строк: 129
ОКПД2 код: 26.11.22.130, Количество строк: 128
ОКПД2 код: 14.20.10.311, Количество строк: 128
ОКПД2 код: 23.99.14.130, Количество строк: 127
ОКПД2 код: 26.70.23.190, Количество строк: 127
ОКПД2 код: 22.23.19.190, Количество строк: 127
ОКПД2 код: 27.33.13.161, Количество строк: 127
ОКПД2 код: 10.82.22.111, Количество строк: 127
ОКПД2 код: 02.30.40.140, Количество строк: 127
ОКПД2 код: 26.30.50.110, Количество строк: 126
ОКПД2 код: 28.11.12.190, Количество строк: 126
ОКПД2 код: 16.29.25.140, Количество строк: 126
ОКПД2 код: 24.10.41.000, Количество строк: 124
ОКПД2 код: 20.41.32.111, Количество строк: 124
ОКПД2 код: 30.20.40.174, Количество строк: 123
ОКПД2 код: 29.32.30.133, Количество строк: 123
ОКПД2 код: 32.91.19.130, Количество строк: 122
ОКПД2 код: 26.51.66.124, Количество строк: 122
ОКПД2 код: 32.99.11.199, Количество строк: 122
ОКПД2 код: 27.33.11.110, Количество строк: 122
ОКПД2 код: 10.72.12.130, Количество строк: 122
ОКПД2 код: 27.32.14.120, Количество строк: 121
ОКПД2 код: 25.93.13.112, Количество строк: 121
ОКПД2 код: 20.30.23.110, Количество строк: 121
ОКПД2 код: 30.20.31.125, Количество строк: 121
ОКПД2 код: 29.10.13.000, Количество строк: 120
ОКПД2 код: 13.20.42.000, Количество строк: 120
ОКПД2 код: 22.11.14.110, Количество строк: 120
ОКПД2 код: 29.32.30.141, Количество строк: 120
ОКПД2 код: 21.20.10.141, Количество строк: 120
ОКПД2 код: 26.51.66.115, Количество строк: 119
ОКПД2 код: 25.21.11.130, Количество строк: 119
ОКПД2 код: 32.99.56.139, Количество строк: 119
ОКПД2 код: 20.59.41.000, Количество строк: 118
ОКПД2 код: 26.51.32.190, Количество строк: 118
ОКПД2 код: 26.70.17.150, Количество строк: 117
ОКПД2 код: 24.10.71.130, Количество строк: 117
ОКПД2 код: 23.31.10.121, Количество строк: 117
ОКПД2 код: 29.32.30.122, Количество строк: 117
ОКПД2 код: 26.51.43.119, Количество строк: 116
ОКПД2 код: 27.51.23.120, Количество строк: 116
ОКПД2 код: 28.15.24.134, Количество строк: 116
ОКПД2 код: 28.94.52.110, Количество строк: 116
ОКПД2 код: 29.32.30.232, Количество строк: 115
ОКПД2 код: 26.40.11.000, Количество строк: 114
ОКПД2 код: 31.01.11.110, Количество строк: 114
ОКПД2 код: 25.99.29.120, Количество строк: 114
ОКПД2 код: 32.99.11.190, Количество строк: 114
ОКПД2 код: 32.30.15.231, Количество строк: 114
ОКПД2 код: 58.19.19.190, Количество строк: 114
ОКПД2 код: 23.64.10.120, Количество строк: 114
ОКПД2 код: 28.12.14.120, Количество строк: 114
ОКПД2 код: 27.40.33.190, Количество строк: 114
ОКПД2 код: 26.20.18.110, Количество строк: 114
ОКПД2 код: 27.11.31.000, Количество строк: 113
ОКПД2 код: 25.73.60.120, Количество строк: 113
ОКПД2 код: 28.12.11.111, Количество строк: 113
ОКПД2 код: 26.40.32.110, Количество строк: 113
